customer_id,province,district,cluster_id,cluster_name,age,gender,budget_min_npr,budget_max_npr,preferred_brand,brand_loyalty_score,gaming_interest,camera_interest,battery_interest,display_interest,performance_interest,software_interest,value_interest,chipset_tier
CUST-D4C28949,Gandaki Province,Lamjung,1,Mainstream Mid-Range Shopper,53,Female,27659,69189,Apple,0.33,60.9,64.6,59.8,65.2,84.2,76.6,38.2,Mid
CUST-D4C3B014,Koshi Province,Solukhumbu,2,Premium Flagship Shopper,51,Female,88903,217769,Vivo,0.67,46.9,48.3,67.8,52.2,51.9,52.5,66.0,Flagship
CUST-D4D1C232,Karnali Province,Jumla,3,Budget Buyer,54,Male,11225,23270,Tecno,1.0,45.1,52.1,56.8,53.1,51.8,49.0,64.4,Budget
CUST-D4E7648C,Lumbini Province,Banke,0,Hardcore Gamer (Flagship),46,Female,104670,238765,Oppo,0.25,89.0,50.0,49.3,63.6,80.4,45.1,59.8,Flagship
CUST-D4E9DBB6,Koshi Province,Sunsari,3,Budget Buyer,60,Female,8770,19009,Vivo,0.67,46.8,58.1,45.1,75.9,64.0,44.3,48.0,Budget
CUST-D4F80A55,Koshi Province,Sunsari,2,Premium Flagship Shopper,29,Male,89828,226424,Realme,0.5,61.0,58.8,50.6,64.7,60.9,63.0,53.7,Flagship
CUST-D51EFF6A,Gandaki Province,Manang,1,Mainstream Mid-Range Shopper,65,Female,34404,81759,Xiaomi,0.0,59.7,42.6,48.0,62.0,76.0,64.3,56.2,Mid
CUST-D51F88F2,Sudurpashchim Province,Kanchanpur,1,Mainstream Mid-Range Shopper,37,Female,41353,83372,Oppo,0.5,59.4,65.7,82.0,41.0,49.8,52.2,68.6,Mid
CUST-D52769AC,Lumbini Province,Bardiya,0,Hardcore Gamer (Flagship),46,Female,33547,70891,Vivo,1.0,87.3,57.2,60.8,77.1,76.5,48.9,49.4,Flagship
CUST-D549FBA3,Lumbini Province,Bardiya,1,Mainstream Mid-Range Shopper,61,Female,44436,63818,Samsung,1.0,47.3,54.5,52.3,73.0,62.7,52.5,43.8,Mid
CUST-D55E54C6,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,56,Male,40309,56536,Realme,0.67,46.7,55.7,72.9,53.4,49.2,37.0,70.3,Mid
CUST-D5685B17,Gandaki Province,Kaski,1,Mainstream Mid-Range Shopper,30,Male,25031,56104,Vivo,0.67,52.1,90.8,45.7,55.2,42.9,56.1,56.0,Mid
CUST-D56B9546,Gandaki Province,Lamjung,1,Mainstream Mid-Range Shopper,38,Female,37209,80943,Samsung,0.0,53.6,48.5,73.1,46.5,55.6,58.2,56.8,Mid
CUST-D578A0ED,Lumbini Province,Arghakhanchi,1,Mainstream Mid-Range Shopper,41,Female,27492,55061,Oneplus,1.0,50.9,79.5,53.8,54.9,67.5,70.8,50.0,Mid
CUST-D5834E98,Bagmati Province,Kathmandu,1,Mainstream Mid-Range Shopper,38,Female,35374,45774,Samsung,1.0,51.9,48.6,39.9,63.3,65.9,79.7,50.2,Mid
CUST-D586A2BE,Karnali Province,Dolpa,1,Mainstream Mid-Range Shopper,40,Female,35614,67799,Nokia,0.33,50.9,57.9,78.7,55.2,56.5,45.7,64.4,Mid
CUST-D58BD005,Koshi Province,Jhapa,2,Premium Flagship Shopper,46,Male,86636,166326,Samsung,0.67,60.9,49.1,48.7,73.8,68.6,43.8,48.5,Flagship
CUST-D58E9A32,Koshi Province,Dhankuta,2,Premium Flagship Shopper,31,Female,97705,171732,Samsung,0.75,56.1,61.4,60.6,55.3,50.1,50.4,62.6,Flagship
CUST-D5B0AC38,Lumbini Province,Bardiya,0,Hardcore Gamer (Flagship),37,Male,27183,59533,Realme,0.5,97.8,50.6,53.0,69.5,69.1,53.9,69.0,Flagship
CUST-D5B27FB2,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,54,Female,25676,60832,Vivo,1.0,45.5,88.7,41.5,37.7,45.8,63.7,44.3,Mid
CUST-D5CF5722,Lumbini Province,Eastern Rukum,1,Mainstream Mid-Range Shopper,62,Female,32888,82322,Apple,0.4,53.0,50.2,47.1,59.9,46.2,73.0,54.0,Mid
CUST-D5D0A5B8,Karnali Province,Dolpa,1,Mainstream Mid-Range Shopper,52,Other,26167,65710,Infinix,0.33,49.5,44.3,70.1,41.0,54.5,44.1,56.6,Mid
CUST-D5D13D36,Koshi Province,Jhapa,1,Mainstream Mid-Range Shopper,50,Male,22697,76468,Vivo,1.0,38.3,52.8,52.4,80.3,50.0,55.0,36.3,Mid
CUST-D5D92305,Madhesh Province,Rautahat,1,Mainstream Mid-Range Shopper,53,Male,43729,54615,Apple,0.0,54.6,75.7,47.9,64.0,67.1,79.6,51.0,Mid
CUST-D5EFCAB7,Madhesh Province,Sarlahi,2,Premium Flagship Shopper,40,Male,108199,227807,Samsung,1.0,51.7,39.9,51.5,74.9,65.2,56.3,48.2,Flagship
CUST-D5F3D82F,Madhesh Province,Parsa,2,Premium Flagship Shopper,50,Female,103782,192555,Xiaomi,1.0,46.4,66.7,58.7,60.8,70.4,62.8,58.4,Flagship
CUST-D5FF5E39,Madhesh Province,Sarlahi,1,Mainstream Mid-Range Shopper,43,Female,43139,75139,Apple,0.5,53.5,47.6,49.6,61.3,49.2,75.5,81.0,Mid
CUST-D60E2826,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,50,Female,29770,48780,Vivo,0.67,54.7,52.6,54.2,71.4,54.0,52.6,36.0,Mid
CUST-D612A288,Madhesh Province,Bara,2,Premium Flagship Shopper,59,Female,115967,148780,Samsung,1.0,59.2,53.9,64.6,51.4,50.0,49.7,78.1,Flagship
CUST-D62A854A,Bagmati Province,Rasuwa,1,Mainstream Mid-Range Shopper,41,Male,32284,67518,Oppo,1.0,37.0,93.1,51.0,43.4,49.7,63.5,46.6,Mid
CUST-D6386859,Koshi Province,Sunsari,0,Hardcore Gamer (Flagship),51,Male,20586,61730,Samsung,0.67,90.5,52.3,38.8,68.5,78.1,46.4,44.4,Flagship
CUST-D66C0E0B,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,36,Female,43027,76478,Samsung,1.0,49.0,51.8,53.4,45.1,36.9,58.2,76.6,Mid
CUST-D66FEFE7,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,30,Female,24777,55883,Oppo,1.0,61.2,50.0,43.0,66.2,75.9,75.5,43.5,Mid
CUST-D67F40AA,Koshi Province,Jhapa,2,Premium Flagship Shopper,46,Male,79570,132940,Xiaomi,0.33,49.4,41.2,55.0,67.5,66.1,52.4,48.1,Flagship
CUST-D698F40E,Koshi Province,Morang,1,Mainstream Mid-Range Shopper,42,Female,34244,76595,Tecno,1.0,50.5,41.2,60.4,45.0,44.9,34.6,71.7,Mid
CUST-D6A6B584,Koshi Province,Sankhuwasabha,1,Mainstream Mid-Range Shopper,48,Male,38615,70397,Oneplus,0.67,47.1,50.2,48.8,61.2,76.4,74.2,57.9,Mid
CUST-D6A99129,Lumbini Province,Eastern Rukum,2,Premium Flagship Shopper,52,Male,96846,128893,Apple,1.0,47.9,62.0,55.7,64.0,56.7,63.6,41.5,Flagship
CUST-D6C6ED00,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,56,Female,32778,82752,Apple,0.67,46.8,59.1,86.6,55.9,47.4,60.1,58.0,Mid
CUST-D6C7A6D9,Gandaki Province,Kaski,1,Mainstream Mid-Range Shopper,65,Male,23094,57470,Oppo,0.67,41.3,52.2,50.3,71.0,50.1,62.4,41.3,Mid
CUST-D6D7623E,Koshi Province,Jhapa,2,Premium Flagship Shopper,60,Male,79498,207527,Samsung,0.67,44.8,43.4,51.9,67.6,71.3,69.2,48.3,Flagship
CUST-D6E64238,Madhesh Province,Siraha,2,Premium Flagship Shopper,33,Male,112408,161144,Apple,0.67,58.0,49.0,79.2,44.2,48.7,66.7,63.0,Flagship
CUST-D6ED30FB,Madhesh Province,Siraha,2,Premium Flagship Shopper,38,Male,89956,167302,Samsung,1.0,56.3,48.3,64.9,46.3,52.8,49.9,58.2,Flagship
CUST-D6F7927D,Madhesh Province,Bara,3,Budget Buyer,42,Female,17354,22791,Xiaomi,0.33,55.9,80.5,45.7,45.1,55.0,65.2,48.4,Budget
CUST-D70211BB,Sudurpashchim Province,Kailali,2,Premium Flagship Shopper,54,Female,79345,180654,Samsung,1.0,51.0,56.1,48.3,77.1,72.4,70.7,47.3,Flagship
CUST-D709A8E6,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,41,Male,23026,62028,Oppo,1.0,49.5,50.6,56.9,59.6,62.8,64.7,52.1,Mid
CUST-D7668549,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,48,Female,31652,58738,Oppo,0.67,56.8,53.5,89.3,50.1,60.3,57.3,59.8,Mid
CUST-D77404F2,Lumbini Province,Palpa,1,Mainstream Mid-Range Shopper,42,Male,39263,49909,Samsung,1.0,50.5,49.0,51.2,65.4,61.1,60.2,49.6,Mid
CUST-D78C2D28,Bagmati Province,Chitwan,1,Mainstream Mid-Range Shopper,45,Male,25245,46127,Xiaomi,0.8,58.4,44.9,73.7,54.3,39.8,62.2,63.2,Mid
CUST-D78E2428,Karnali Province,Humla,0,Hardcore Gamer (Flagship),48,Male,36046,52916,Honor,0.75,86.2,57.6,49.0,69.1,74.3,44.6,36.8,Flagship
CUST-D7CD0380,Koshi Province,Morang,1,Mainstream Mid-Range Shopper,49,Male,28757,85713,Huawei,0.33,44.1,48.9,42.0,57.5,51.6,51.1,66.7,Mid
CUST-D7D29887,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,44,Male,31060,50143,Apple,0.75,43.6,58.9,86.8,44.4,58.5,59.6,55.7,Mid
CUST-D7D40C13,Koshi Province,Udayapur,1,Mainstream Mid-Range Shopper,51,Female,34250,46317,Oppo,0.25,51.0,77.7,43.8,42.0,42.4,61.6,53.1,Mid
CUST-D7FE46BC,Madhesh Province,Saptari,1,Mainstream Mid-Range Shopper,31,Male,23000,45428,Apple,0.25,51.8,52.2,78.8,53.0,62.3,62.3,53.5,Mid
CUST-D807533E,Karnali Province,Mugu,1,Mainstream Mid-Range Shopper,58,Male,21004,71560,Samsung,0.67,60.7,57.3,55.6,51.8,44.0,54.3,60.1,Mid
CUST-D82BEEFD,Koshi Province,Panchthar,3,Budget Buyer,65,Male,13327,19499,Oppo,0.2,55.7,63.4,57.0,61.0,75.2,69.7,52.1,Budget
CUST-D839F3CA,Koshi Province,Solukhumbu,3,Budget Buyer,34,Male,15407,31487,Oppo,1.0,52.8,56.9,75.2,40.3,50.0,58.1,56.9,Budget
CUST-D83A4CC7,Koshi Province,Okhaldhunga,2,Premium Flagship Shopper,50,Female,106200,196890,Oppo,0.5,55.7,56.2,50.0,70.1,63.2,52.3,45.4,Flagship
CUST-D8450FA7,Madhesh Province,Dhanusha,2,Premium Flagship Shopper,41,Male,115631,226965,Samsung,0.5,59.3,57.3,51.6,62.7,61.8,69.5,51.2,Flagship
CUST-D845B6A7,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,46,Male,36484,69996,Samsung,0.25,48.4,47.6,43.0,66.9,70.2,55.4,50.9,Mid
CUST-D858098E,Bagmati Province,Bhaktapur,0,Hardcore Gamer (Flagship),34,Male,26689,77292,Nokia,0.67,92.3,50.2,51.7,58.7,83.2,37.6,52.3,Flagship
CUST-D85A9A90,Lumbini Province,Rolpa,2,Premium Flagship Shopper,40,Male,108401,213419,Xiaomi,0.67,39.0,52.2,49.8,58.6,63.8,50.8,54.7,Flagship
CUST-D8652E01,Gandaki Province,Parbat,1,Mainstream Mid-Range Shopper,75,Male,20582,71762,Apple,0.67,42.4,64.0,78.2,39.9,56.2,76.2,51.4,Mid
CUST-D87A8E58,Bagmati Province,Rasuwa,1,Mainstream Mid-Range Shopper,62,Female,41669,74106,Xiaomi,0.25,42.4,87.8,54.2,43.3,58.8,56.4,66.3,Mid
CUST-D89B6359,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,49,Male,17203,26267,Xiaomi,0.67,45.7,53.7,86.7,41.5,45.3,52.1,64.5,Budget
CUST-D8A5D300,Bagmati Province,Kavrepalanchok,1,Mainstream Mid-Range Shopper,43,Female,39346,62988,Oneplus,1.0,54.1,52.3,44.8,59.4,79.2,53.7,39.8,Mid
CUST-D8AFC5B2,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,50,Female,41826,47971,Samsung,0.75,48.6,43.7,80.3,65.7,54.5,50.7,64.5,Mid
CUST-D8BF3014,Karnali Province,Jumla,2,Premium Flagship Shopper,38,Female,86812,140698,Oppo,0.0,49.6,62.5,52.3,65.8,57.6,49.3,55.9,Flagship
CUST-D8CA7741,Lumbini Province,Rupandehi,2,Premium Flagship Shopper,49,Female,83373,229862,Xiaomi,0.67,48.3,88.2,50.8,39.5,48.0,61.2,57.7,Flagship
CUST-D8CCF1B0,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,53,Female,38489,57168,Xiaomi,1.0,48.6,44.7,77.3,49.3,54.0,49.3,66.3,Mid
CUST-D8D6F5FF,Lumbini Province,Banke,2,Premium Flagship Shopper,34,Male,73470,225849,Realme,0.67,45.9,48.2,72.7,52.5,48.0,56.3,81.9,Flagship
CUST-D8DC5C5C,Karnali Province,Western Rukum,1,Mainstream Mid-Range Shopper,49,Female,30841,89739,Oppo,0.25,52.8,46.2,48.1,64.6,55.1,60.9,34.5,Mid
CUST-D8FE24EC,Sudurpashchim Province,Dadeldhura,1,Mainstream Mid-Range Shopper,57,Male,32139,50944,Realme,0.67,58.7,55.7,58.6,64.0,68.6,62.1,58.3,Mid
CUST-D8FF6B67,Bagmati Province,Nuwakot,2,Premium Flagship Shopper,71,Male,76210,129208,Samsung,1.0,48.4,52.4,38.4,77.7,50.7,56.2,44.6,Flagship
CUST-D90022C6,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,42,Male,34173,50874,Oppo,1.0,51.5,62.2,61.6,40.7,49.6,49.7,53.3,Mid
CUST-D90A38FB,Lumbini Province,Rupandehi,0,Hardcore Gamer (Flagship),57,Female,31645,62337,Huawei,0.0,81.9,69.1,56.6,57.5,77.6,50.6,48.2,Flagship
CUST-D91F108F,Karnali Province,Dolpa,1,Mainstream Mid-Range Shopper,52,Female,28196,64017,Realme,0.67,56.2,49.7,50.3,62.9,64.5,43.6,64.0,Mid
CUST-D948E86B,Bagmati Province,Kathmandu,1,Mainstream Mid-Range Shopper,51,Male,31632,63082,Infinix,0.4,50.5,49.4,51.4,46.0,53.7,53.4,70.8,Mid
CUST-D954D5E5,Sudurpashchim Province,Baitadi,1,Mainstream Mid-Range Shopper,52,Male,24400,81400,Huawei,0.5,53.9,58.6,60.2,52.7,53.6,55.2,52.9,Mid
CUST-D955696C,Sudurpashchim Province,Achham,3,Budget Buyer,43,Female,8396,27626,Infinix,1.0,40.3,53.5,52.3,53.3,50.1,53.0,65.8,Budget
CUST-D958C1BF,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,40,Male,38059,75964,Infinix,0.0,42.2,47.9,53.5,67.8,60.8,50.4,52.4,Mid
CUST-D96B87D2,Koshi Province,Morang,2,Premium Flagship Shopper,52,Male,94701,196159,Oppo,1.0,46.7,99.5,50.0,53.6,54.2,73.1,44.4,Flagship
CUST-D97F00EF,Sudurpashchim Province,Kailali,0,Hardcore Gamer (Flagship),40,Male,88285,220702,Apple,1.0,89.0,57.9,53.8,64.9,68.9,72.5,50.7,Flagship
CUST-D9B2CC46,Koshi Province,Panchthar,1,Mainstream Mid-Range Shopper,41,Male,32765,79704,Oppo,0.33,47.2,61.8,45.9,71.6,54.3,62.2,40.1,Mid
CUST-D9C28974,Gandaki Province,Kaski,2,Premium Flagship Shopper,49,Female,100481,242593,Vivo,1.0,61.9,57.7,49.5,67.5,57.2,62.3,44.0,Flagship
CUST-D9C7F7BB,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,38,Male,41606,77553,Oppo,1.0,46.6,55.8,65.2,46.0,50.7,45.0,63.7,Mid
CUST-D9C924F6,Karnali Province,Surkhet,1,Mainstream Mid-Range Shopper,54,Female,23053,52373,Nokia,1.0,41.6,51.6,51.9,68.4,48.6,66.8,44.2,Mid
CUST-D9D505B8,Lumbini Province,Rupandehi,1,Mainstream Mid-Range Shopper,74,Other,30236,86800,Samsung,0.33,48.2,58.1,44.5,43.7,64.4,56.5,50.7,Mid
CUST-D9D5B10E,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,30,Female,43718,69109,Oppo,1.0,52.6,89.5,41.9,42.3,52.7,64.1,49.8,Mid
CUST-D9E1AAC8,Karnali Province,Kalikot,1,Mainstream Mid-Range Shopper,59,Male,32907,56671,Oppo,1.0,62.2,59.6,58.4,51.5,41.3,56.0,74.6,Mid
CUST-D9E457E0,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,59,Female,25248,62632,Infinix,0.0,60.3,49.5,75.3,55.4,46.6,53.9,63.8,Mid
CUST-D9EC0A41,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,59,Female,44128,76495,Vivo,0.67,61.1,58.8,55.2,52.5,46.0,36.9,62.6,Mid
CUST-DA01A782,Koshi Province,Solukhumbu,2,Premium Flagship Shopper,33,Female,102299,218662,Vivo,1.0,41.4,48.6,55.1,65.0,77.1,63.8,46.4,Flagship
CUST-DA09462D,Gandaki Province,Lamjung,2,Premium Flagship Shopper,42,Male,75214,224132,Vivo,0.0,52.0,54.5,38.8,83.8,46.8,56.4,41.5,Flagship
CUST-DA112462,Karnali Province,Western Rukum,3,Budget Buyer,61,Female,16781,34372,Motorola,0.33,46.8,52.1,57.0,59.9,73.9,71.8,54.1,Budget
CUST-DA218B60,Karnali Province,Jumla,2,Premium Flagship Shopper,41,Female,110676,210799,Apple,1.0,45.6,54.5,49.8,61.0,44.8,64.2,67.6,Flagship
CUST-DA379C2A,Lumbini Province,Rupandehi,1,Mainstream Mid-Range Shopper,39,Male,12391,20108,Realme,1.0,55.7,50.2,84.1,43.0,40.2,58.0,64.6,Budget
CUST-DA4CC2D2,Bagmati Province,Kathmandu,0,Hardcore Gamer (Flagship),37,Male,37661,77762,Infinix,0.67,91.2,43.7,48.9,73.2,75.7,52.9,59.3,Flagship
CUST-DA5F208A,Lumbini Province,Pyuthan,1,Mainstream Mid-Range Shopper,39,Female,25938,49908,Vivo,0.4,46.3,62.8,51.0,64.4,71.4,61.0,57.0,Mid
CUST-DA64F0DE,Sudurpashchim Province,Kailali,1,Mainstream Mid-Range Shopper,54,Female,40912,62872,Honor,1.0,55.8,80.4,46.1,68.4,44.0,56.3,60.7,Mid
CUST-DA65C614,Madhesh Province,Dhanusha,2,Premium Flagship Shopper,43,Female,101583,147089,Huawei,0.25,49.6,97.7,58.4,47.0,45.4,61.5,55.3,Flagship
CUST-DA6EDA55,Bagmati Province,Lalitpur,2,Premium Flagship Shopper,48,Male,115046,233889,Oppo,0.0,58.8,88.1,39.8,51.5,53.2,65.7,47.7,Flagship
CUST-DA710F79,Gandaki Province,Nawalpur,3,Budget Buyer,37,Female,10024,23490,Xiaomi,0.5,60.2,45.8,72.6,52.0,42.0,49.1,78.6,Budget
CUST-DA9E645C,Sudurpashchim Province,Doti,1,Mainstream Mid-Range Shopper,50,Male,35951,62106,Samsung,1.0,49.7,54.6,62.6,76.5,48.8,66.7,45.6,Mid
CUST-DAB7C2FA,Bagmati Province,Kathmandu,1,Mainstream Mid-Range Shopper,37,Male,34352,67196,Xiaomi,1.0,49.4,83.4,46.2,54.0,48.2,60.1,57.8,Mid
CUST-DABEF10F,Koshi Province,Morang,1,Mainstream Mid-Range Shopper,37,Female,44718,66045,Oneplus,0.5,52.3,60.7,63.1,44.7,57.1,52.7,73.0,Mid
CUST-DAC90629,Bagmati Province,Chitwan,2,Premium Flagship Shopper,38,Male,89719,162365,Samsung,0.5,41.5,51.1,53.6,73.4,82.6,65.1,43.4,Flagship
CUST-DACAA1AC,Lumbini Province,Arghakhanchi,0,Hardcore Gamer (Flagship),57,Female,98721,198823,Vivo,0.67,85.6,57.6,47.3,74.7,75.1,52.0,50.9,Flagship
CUST-DACBD223,Sudurpashchim Province,Kailali,1,Mainstream Mid-Range Shopper,37,Male,30833,51152,Honor,0.33,37.6,48.4,45.4,63.4,70.1,68.0,52.9,Mid
CUST-DAF61DFE,Lumbini Province,Gulmi,1,Mainstream Mid-Range Shopper,49,Male,39934,76095,Xiaomi,0.67,54.1,45.5,56.4,54.4,78.0,60.3,61.4,Mid
CUST-DAF70E17,Bagmati Province,Nuwakot,1,Mainstream Mid-Range Shopper,49,Male,27885,58605,Apple,0.75,52.4,54.1,82.6,49.4,53.4,53.8,69.5,Mid
CUST-DB1D2247,Karnali Province,Dailekh,2,Premium Flagship Shopper,58,Male,110898,232444,Apple,0.33,49.9,61.0,65.9,42.7,45.9,68.6,44.1,Flagship
CUST-DB2534F1,Lumbini Province,Kapilvastu,3,Budget Buyer,47,Male,12539,32387,Samsung,0.0,47.7,56.3,56.8,84.9,47.5,65.3,36.7,Budget
CUST-DB2FE99B,Madhesh Province,Dhanusha,3,Budget Buyer,53,Female,7018,30063,Samsung,0.0,54.5,41.8,48.4,70.2,63.0,69.9,42.5,Budget
CUST-DB40FFBD,Bagmati Province,Rasuwa,1,Mainstream Mid-Range Shopper,47,Male,35468,64585,Oppo,0.5,51.2,50.6,53.0,58.9,70.8,75.4,44.6,Mid
CUST-DB49C865,Bagmati Province,Kathmandu,1,Mainstream Mid-Range Shopper,39,Female,41345,74321,Nokia,1.0,50.7,49.2,61.1,48.2,46.6,55.9,81.4,Mid
CUST-DB50EAF8,Madhesh Province,Dhanusha,2,Premium Flagship Shopper,36,Male,92737,195361,Apple,1.0,46.8,58.5,40.2,69.4,53.6,62.7,55.7,Flagship
CUST-DB53B988,Karnali Province,Surkhet,1,Mainstream Mid-Range Shopper,46,Male,33452,66358,Samsung,1.0,56.3,48.1,49.1,60.3,71.0,61.2,43.0,Mid
CUST-DB632FF6,Gandaki Province,Kaski,2,Premium Flagship Shopper,40,Female,78584,193778,Samsung,1.0,53.1,83.6,59.0,54.5,52.1,75.3,55.4,Flagship
CUST-DB652AC9,Lumbini Province,Pyuthan,0,Hardcore Gamer (Flagship),41,Female,37674,73811,Xiaomi,0.8,98.8,44.8,44.6,53.7,73.4,39.9,68.1,Flagship
CUST-DB73734D,Karnali Province,Jumla,1,Mainstream Mid-Range Shopper,41,Female,38838,89662,Tecno,0.33,44.3,90.8,59.9,53.6,47.4,70.7,60.5,Mid
CUST-DB7D0E9A,Koshi Province,Taplejung,2,Premium Flagship Shopper,43,Male,116510,142203,Xiaomi,0.33,44.8,43.2,53.9,49.5,47.7,64.4,65.6,Flagship
CUST-DB7E4DB4,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,42,Female,27327,49227,Vivo,0.75,51.7,80.9,61.3,45.5,46.0,53.3,40.4,Mid
CUST-DB81E547,Gandaki Province,Baglung,0,Hardcore Gamer (Flagship),55,Male,96256,172374,Xiaomi,1.0,96.6,51.3,53.7,72.0,82.3,47.5,54.9,Flagship
CUST-DB92F986,Bagmati Province,Sindhupalchok,3,Budget Buyer,60,Male,8997,31863,Xiaomi,1.0,53.5,39.4,57.7,47.5,44.7,53.9,69.2,Budget
CUST-DB953369,Lumbini Province,Banke,0,Hardcore Gamer (Flagship),53,Male,33476,51550,Huawei,0.25,88.0,45.7,57.4,58.6,86.5,47.7,43.7,Flagship
CUST-DBBE3A85,Madhesh Province,Sarlahi,1,Mainstream Mid-Range Shopper,43,Male,26672,54852,Xiaomi,0.5,35.9,83.3,65.0,54.8,38.7,66.6,58.7,Mid
CUST-DBC92AE2,Koshi Province,Tehrathum,1,Mainstream Mid-Range Shopper,44,Male,37977,76252,Xiaomi,0.67,44.5,45.6,56.3,71.2,48.6,59.7,48.6,Mid
CUST-DBC95FA3,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,44,Female,32825,54984,Motorola,1.0,47.8,86.2,56.3,56.8,53.2,66.4,48.0,Mid
CUST-DBCAAE3E,Koshi Province,Sunsari,0,Hardcore Gamer (Flagship),40,Female,22942,64570,Samsung,1.0,81.3,52.1,46.0,65.4,81.7,51.6,46.9,Flagship
CUST-DBDBD511,Madhesh Province,Sarlahi,1,Mainstream Mid-Range Shopper,57,Male,42159,64672,Samsung,0.5,44.4,52.8,47.3,70.1,68.9,58.8,48.1,Mid
CUST-DBE66525,Madhesh Province,Dhanusha,2,Premium Flagship Shopper,35,Other,94898,144288,Honor,0.0,52.0,84.5,49.4,43.7,47.8,61.5,67.2,Flagship
CUST-DBFD7436,Koshi Province,Panchthar,2,Premium Flagship Shopper,45,Female,97137,227824,Xiaomi,0.67,49.0,63.2,52.6,69.3,40.6,47.9,49.4,Flagship
CUST-DC04BBCC,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,46,Male,43514,60824,Oneplus,1.0,44.8,56.0,48.9,47.1,54.2,63.0,67.8,Mid
CUST-DC22B781,Gandaki Province,Gorkha,2,Premium Flagship Shopper,44,Female,94742,194817,Samsung,0.8,52.9,53.9,72.4,60.9,58.7,48.4,68.0,Flagship
CUST-DC31EF59,Gandaki Province,Manang,2,Premium Flagship Shopper,47,Female,102316,123483,Realme,1.0,72.5,58.1,53.7,66.8,81.0,62.2,59.7,Flagship
CUST-DC34B6F4,Madhesh Province,Siraha,1,Mainstream Mid-Range Shopper,51,Male,42254,65519,Xiaomi,1.0,56.9,57.6,69.3,54.4,56.9,46.1,84.6,Mid
CUST-DC41B8A5,Koshi Province,Jhapa,2,Premium Flagship Shopper,43,Female,117819,180547,Samsung,1.0,48.5,47.0,58.9,62.9,54.0,55.2,67.4,Flagship
CUST-DC4D8060,Bagmati Province,Ramechhap,1,Mainstream Mid-Range Shopper,39,Female,34014,87171,Xiaomi,0.67,46.8,43.7,71.2,49.2,45.3,46.9,76.4,Mid
CUST-DC527384,Gandaki Province,Myagdi,0,Hardcore Gamer (Flagship),48,Female,34085,63010,Huawei,0.75,91.2,48.3,48.7,72.7,80.7,49.1,52.3,Flagship
CUST-DC5CBAA7,Koshi Province,Taplejung,1,Mainstream Mid-Range Shopper,61,Male,21988,82725,Xiaomi,0.5,43.7,51.0,52.7,81.3,57.2,41.6,46.7,Mid
CUST-DC6590C2,Madhesh Province,Saptari,1,Mainstream Mid-Range Shopper,44,Male,25989,51789,Samsung,1.0,61.7,48.6,54.8,56.9,37.5,53.1,65.8,Mid
CUST-DC680A9A,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,56,Male,40133,86896,Xiaomi,0.6,48.9,50.6,47.7,66.2,58.4,48.8,55.5,Mid
CUST-DC6A3C77,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,57,Male,38840,59694,Samsung,0.67,49.9,55.7,47.5,75.9,47.1,67.4,32.8,Mid
CUST-DC6F5C90,Sudurpashchim Province,Kailali,2,Premium Flagship Shopper,49,Female,88388,145110,Vivo,0.67,60.7,49.7,63.3,53.5,44.3,44.6,70.8,Flagship
CUST-DC8B8261,Koshi Province,Dhankuta,1,Mainstream Mid-Range Shopper,42,Male,22546,67691,Vivo,0.67,45.0,55.5,56.2,58.8,35.3,59.3,52.4,Mid
CUST-DC8C5048,Koshi Province,Sunsari,2,Premium Flagship Shopper,71,Male,80704,244606,Samsung,0.5,46.0,48.0,63.7,62.4,40.9,49.4,53.8,Flagship
CUST-DCA5DAE2,Karnali Province,Humla,2,Premium Flagship Shopper,75,Female,82514,235775,Vivo,0.33,58.1,61.2,75.1,56.3,48.9,50.8,42.1,Flagship
